id,name,archived,payerId,createdAt,updatedAt
11806,"Healthsource, ME ",f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11807,"HealthSource, NC ",f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11808,"HealthSource, NH ",f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11809,"HealthSource, North Texas ",f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11810,"HealthSource, OH ",f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11811,"HealthSource, SC ",f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11812,"HealthSource, TN ",f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11813,HEALTHSPRING HMO/HEALTHSPRING MEDICARE+CHOICE,f,63092,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11814,"HealthSpring of AL, FL, IL, MS, TN, North TX ",f,63092,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11815,HealthSpring Star+Plus Only,f,52192,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11816,Healthy Blue,f,27514,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11817,Hennepin Health,f,10850,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11818,Hewlett Packard Enterprises,f,SKCT0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11819,Hey Health Plan ,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11820,Highmark Blue Cross Blue Shield West Virginia,f,SB941,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11821,Highmark Senior Health Company,f,15460,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11822,HIP MAP MLTC NY,f,13551,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11823,HomeFirst - Elderplan NY,f,31625,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11824,Hometown Health Plan Nevada,f,88023,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11825,Horizon Blue Cross Blue Shield of New Jersey,f,22099,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11826,Horizon Mercy,f,22326,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11827,Horizon NJ Health,f,22326,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11828,"HP Administrative Services, LLC ",f,22521,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11829,HSBS Memphis,f,37224,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11830,Hudson Health Plan,f,14165,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11831,Humana,f,61101,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11832,Humana (and subsidiaries) claims,f,61101,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11833,Humana Behavioral Health - Lifesynch,f,61101,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11834,"Humana Choice Care Claims (Cincinnati, OH) ",f,61101,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11835,"Humana Choice Care Encounters (Cincinnati, OH) ",f,61101,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11836,Humana gold choice,f,61101,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11837,IBA Self Funded Group ,f,87726,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11838,IBC Medicare Advantage PPO,f,54704,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11839,IBC Personal Choice PPO,f,54704,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11841,IlliniCare Behavioral Health,f,68068,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11842,IlliniCare Medical,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11843,Independence Administrators,f,54763,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11844,Independence Blue Cross Personal Choice/Blue Card,f,54704,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11845,Independent Health,f,SX073,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11846,Indiana Health Network,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11847,Individual Health Insurance Companies - State Farm-Health Line of Business,f,31053,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11848,Inova Care for Seniors,f,SB700,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11849,Integra Group,f,31127,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11850,Integrity Health,f,23223,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11851,Inter-county Health Plan,f,54763,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11852,Intermountain Healthcare (IHC) UT,f,Z0001,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11853,"International Union of Operators Engineers Local 15, 15A, 15C, & 15D AFL-CIO",f,64157,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11854,Iowa Benefits Inc (IBI),f,41124,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11855,Iowa HealthLink,f,87726,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11856,IU Health Plans- One Care,f,IN432,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11857,Jackson PPO,f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11858,Jacksonville PPO,f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11859,John Deere Health Plan,f,87726,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11860,Kaiser Foundation Health Plan of Colorado,f,277,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11861,Kaiser Foundation Health Plan of Georgia,f,21313,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11862,Kaiser Foundation Health Plan of Hawaii,f,94123,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11863,Kaiser Foundation Health Plan of Southern CA Region,f,94134,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11864,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc. ",f,52095,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11865,Kaiser Foundation Health Plan of Washington,f,91051,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11866,Kaiser Permanente (Northern CA),f,KS003,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11867,Kaiser Permanente (Southern CA),f,KS001,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11868,Kaiser Permanente of Southern California,f,94134,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11869,Kentucky Spirit Health Plan ,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11870,Kern PPO - California,f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11871,"Key Benefit Administrators (Indianapolis, IN) ",f,37217,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11872,Key Health Plan,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11873,KEYSTONE FIRST,f,23284,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11874,Keystone First Community Health Choices,f,77741,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11875,Keystone First VIP Choice,f,77741,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11876,Keystone Mercy Health Plan,f,23284,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11877,LA Care Health Plan (Los Angeles Care Health Plan),f,LACAR,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11878,La Crosse Care Plus,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11879,LACARE (Louisiana Care),f,27357,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11880,Lancaster General Hospital,f,35182,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11881,Leon Medical Center Health Plan,f,37316,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11882,Lifetime Benefit Solutions,f,EBSRM,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11883,LifeWise - A Premera Health Plan,f,93093,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11884,Lifewise Assurance of OR,f,SB930,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11885,Lifewise Assurance of WA,f,SB930,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11886,Los Angeles Care Health Plan,f,LACAR,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11887,Louisiana Blue Cross,f,SB670,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11888,Louisiana Healthcare - Behavioral,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11889,Louisiana Healthcare Connections,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11890,Lovelace Health Plan,f,SB790,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11891,Lovelace Salud,f,SB790,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11892,Lovelace Sandia Health Plan,f,SB790,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11893,Loyal American Life Ins Co,f,13193,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11894,Loyal American Life Ins Co- Medicare Supplement,f,13193,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11895,Magellan Behavioral Health,f,MBH11,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11896,Magellan Complete Care,f,MBH11,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11897,Magellan Health Services,f,MBH11,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11898,Magnacare,f,11303,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11899,Magnolia Health Plan,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11900,MAMSI Life & Health Insurance Co. (MLH) ,f,87726,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11901,MAMSI Life and Health Ins. Co. ,f,87726,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11902,Managed Health Services Indiana (Medicaid HMO),f,39186,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11903,Managed Health Services WI Behavioral Health,f,68068,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11904,Managed Health Services Wisconsin,f,39187,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11905,Mandalay Bay Casino,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11906,Maricopa,f,9908,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11907,Maryland Physicians Care (Baltimore MD),f,22348,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11908,Maryland Physicians Care (Baltimore MD) (DOS 7/1/2017 and After),f,Z96144,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11909,Mayo Management Services Inc,f,41154,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11910,MD - Individual Practice Assoc. ,f,87726,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11911,MDWise - Exchange,f,45627,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11912,MDwise Excel Network,f,45627,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11913,MDWise Exchange Market Place,f,45627,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11914,MDWise Hoosier Alliance,f,45627,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11915,MDWise Hoosier Alliance ,f,45627,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11916,MDWISE MARKETPLACE,f,45627,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11917,Med Center Health,f,35182,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11918,MedAdvantage,f,SB910,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11919,"MedBen (Newark, OH) ",f,74323,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11920,MedCost Benefits Services,f,56205,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11921,Medcost of North Carolina,f,56205,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11922,Medica,f,94265,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11923,Medica2,f,Z95382,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11924,Medicaid Alabama,f,SKAL0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11925,Medicaid Alaska - First Health Services,f,SKAK0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11926,Medicaid Arizona (AHCCCS),f,SKAZ0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11927,Medicaid Arkansas,f,SKAR0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11928,Medicaid California,f,SKCA0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11929,Medicaid Colorado,f,SKCO0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11930,Medicaid Connecticut,f,SKCT0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11931,Medicaid Delaware - EDS,f,SKDE0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11932,Medicaid District of Columbia (DC),f,SKDC0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11933,Medicaid Florida,f,SKFL0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11934,Medicaid Georgia,f,SKGA0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11935,Medicaid Hawaii,f,SKHI0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11936,Medicaid Idaho,f,ZKID0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11937,Medicaid Illinois,f,SKIL0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11938,Medicaid Indiana,f,SKIN0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11939,Medicaid Iowa,f,SKIA0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11940,Medicaid Kansas,f,SKKS0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11941,Medicaid Kentucky,f,SKKY0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11942,Medicaid Louisiana,f,SKLA0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11943,Medicaid Magellan Psych Network,f,MBH11,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11944,Medicaid Maine,f,SKME1,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11945,Medicaid Maryland - State Dept of Health and Mental Hygiene,f,SKMD0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11946,Medicaid Massachusetts,f,SKMA0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11947,Medicaid Michigan,f,SKMI0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11948,Medicaid Minnesota,f,SKMN0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11949,Medicaid Mississippi,f,SKMS0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11950,Medicaid Missouri,f,SKMO0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11951,Medicaid Montana,f,SKMT0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11952,"Medicaid Nebraska - HHS of Lincoln, Nebraska ",f,SKNE0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11953,Medicaid Nevada,f,SKNV0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11954,Medicaid New Hampshire,f,SKNH0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11955,Medicaid New Jersey,f,SKNJ0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11956,Medicaid New Mexico,f,SKNM0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11957,Medicaid New York,f,SKNY1,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11958,Medicaid North Carolina,f,SKNC0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11959,Medicaid North Dakota,f,SKND0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11960,Medicaid Ohio,f,SKOH0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11961,Medicaid Oklahoma,f,SKOK0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11962,Medicaid Oregon,f,SKOR0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11963,Medicaid Pennsylvania,f,SKPA0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11964,Medicaid South Carolina,f,SKSC0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11965,Medicaid South Dakota,f,SKSD0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11966,Medicaid Tennessee,f,SKTN1,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11967,Medicaid Texas,f,SKTX0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11968,Medicaid Texas (Long Term Care),f,SKTX2,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11969,Medicaid Utah,f,SKUT0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11970,Medicaid Vermont,f,SKVM0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11971,Medicaid Virginia,f,SKVA0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11972,Medicaid Washington,f,SKWA0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11973,Medicaid West Virginia,f,SKWV0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11974,Medicaid Wisconsin,f,SKWI0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11975,Medicaid Wyoming,f,SKWY0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11976,Medical Associates Health Plans,f,Z1269,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11977,"Medical Benefits Administrators Inc (Newark, OH) ",f,74323,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11978,"Medical Benefits Companies (Newark, OH) ",f,74323,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11979,Medical Benefits Mutual,f,74323,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11980,MediCal California,f,SKCA0,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11981,Medical Card System,f,Z1419,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11982,Medical Mutual of Ohio (MMO),f,SX057,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11983,Medical Value Plan - Ohio (MVP),f,38224,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11984,"Medicare Advantage- MT, OK, TX, IL, NM (BC) ",f,66006,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11985,Medicare Complete,f,87726,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11986,MEDICARE Y MUCHO MAS,f,L0210,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11987,Medicare y Mucho Mas (MMM),f,L0210,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11988,Medigold Health Plans,f,95655,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11989,MedStar Family Choice,f,39190,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11990,Medstar Select/Medstar Medicare Choice,f,251MS,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11991,MEDXOOM,f,MX001,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11992,MEGA Life & Health,f,74227,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11993,Mercy Care(AHCCCS),f,86052,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11994,Meridian Health Plan of Michigan,f,Z1054,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11995,Meritain Health,f,64157,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11996,Meritain Health Minneapolis,f,41124,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11997,Meritain Health Minneapolis ,f,64157,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11998,Meritain Health/North American Administrators,f,64157,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
11999,Metcare Health Plans Inc (NY),f,61101,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12000,MetroPlus Health Plan,f,13265,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12001,Metropolitan Health Plan,f,10850,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12002,MHN-Managed Health Network (Richmond CA),f,22771,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12003,Michigan Blue Cross FEP,f,SB710,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12004,Michigan Complete Health,f,68068,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12005,"Mid-Atlantic Medical Services, Inc (MAMSI)  ",f,87726,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12006,Mid-West United Life,f,74227,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12007,Midwest Health Plan - MI,f,MHP77,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12008,Midwest Preferred,f,79480,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12009,Midwest Security,f,79480,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12010,Missionary Medical,f,Z1013,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12011,Missouri Care,f,14163,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12012,Missouri Home State Health Care,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12013,MMSI,f,41154,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12014,Moda Health,f,13350,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12015,Mohawk Valley,f,14165,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12016,Molina Health Care California,f,38333,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12017,Molina Healthcare of Florida,f,51062,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12018,Molina Healthcare of Michigan,f,Z1007,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12019,Molina Healthcare of New Mexico,f,CIMS,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12020,Molina Healthcare of OH,f,20149,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12021,Molina Healthcare of Puerto Rico,f,81794,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12022,Molina Healthcare of Texas,f,Z1161,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12023,Molina Healthcare of Utah,f,Z1014,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12024,Molina Healthcare of Washington,f,38336,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12025,Molina Healthcare of Wisconsin,f,ABRI1,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12026,Molina Healthcare South Carolina,f,46299,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12027,Molina Illinois,f,20934,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12028,Montefiore Contract Management Organization,f,13174,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12029,"Motorola, Inc ",f,61101,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12030,Mountain State FreedomBlue Medicare Advantage,f,15459,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12031,Mt. Carmel Health Plan,f,95655,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12032,Municipal Health Benefit Fund,f,81883,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12033,Mutual of Omaha,f,71412,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12034,Mutual of Omaha Insurance,f,71412,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12035,Mutual of Omaha Insurance Company,f,71412,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12036,Mutually Preferred,f,71412,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12037,MVP Health Care,f,14165,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12038,NALC/Affordable,f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12039,Nash Healthcare Systems,f,56205,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12040,National Association of Letter Carriers (NALC) (Medicare Primary ONLY),f,53011,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12041,National Association of Letter Carriers / NALC,f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12042,National General (Aetna/Meritain),f,41124,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12043,National Health Benefits Corporation,f,88050,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12044,National Rural Letter,f,71412,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12045,National Rural Letter Carrier Association,f,71412,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
